raw_character_text,spoken_words
Homer Simpson,"Tell her ""no deal""."
,
Marge Simpson,Everything's just the way I remember it...
Marge Simpson,You see that mirror? I discovered that if I sat in the kitchen I could see if the bathroom was free using the reflection from the mirror off the toaster.
Homer Simpson,
Marge Simpson,
,
Marge Simpson,This was my bedroom! My bedpost smooshes are still in the carpet!
Bart Simpson,I wanna go read books in the car.
Marge Simpson,There are no books in the car.
Bart Simpson,I just wanna sit in the car!
,
Abby,"I always wondered who ""Marge"" is."
Marge Simpson,My memorables!
Abby,"Over the years, I've sure been tempted to go through this stuff. So I did, many times!"
,
Marge Simpson,My whole childhood is in this box! My scrunchies! I never really had the hair for these.
Lisa Simpson,"Wow, Mom -- you got first place in the science fair!"
Marge Simpson,"Oh, that's ancient history. Ooh, here's my paper on ancient history."
Lisa Simpson,"Mom, these grades are amazing! Just as good as mine!"
,
DOLPH,"Aw, man. The drainage around here is a joke."
Kearney Zzyzwicz,I don't even know why I pay taxes.
Bart Simpson,Comin' through!
Bart Simpson,Just when you think I'm out of ideas!
Kids,
Nelson Muntz,Get your affairs in order.
Database,Bart beat up Nelson!
Martin Prince,A new bully has risen! Simpson Boombaye!
Kids,Simpson Boombaye! Simpson Boombaye!
Nelson Muntz,"Oh, Mama!"
Nelson Muntz,
Seymour Skinner,Buying those extra trophies from cash-strapped schools really filled out the old case.
Lisa Simpson,Principal Skinner? Quick question. Is it true my Mom was a great student?
Seymour Skinner,Oh indeed. Your mother was as fine a student as you.
Seymour Skinner,Keep up the good work and you'll probably wind up just like her.
Lisa Simpson,Well... of course that would be great. But I see myself making an impact... outside the home.
Seymour Skinner,"Lisa, one of the hardest jobs I have is throwing cold water on young children's dreams."
Seymour Skinner,"Ralph, you're not a kangaroo."
Ralph Wiggum,
Seymour Skinner,"The point is, I've learned a lot about human nature by sitting in the park with mother. And one thing I've learned is children turn out like their parents. Behold, your future!"
Lisa Simpson,
Seymour Skinner,"Ralph, you're also not a trophy."
Ralph Wiggum,
Gary Chalmers,Skinner! I warned you about interacting with students!
Gary Chalmers,I don't want to have to yell at you.
Seymour Skinner,You yell at me about everything.
Gary Chalmers,"Well I can't yell at anyone else! Teachers have a union, students have parents."
Seymour Skinner,What about Willie?
Gary Chalmers,I like Willie!
,
Lisa Simpson,"Maggie, something happened to Mom and I'm gonna find out what and when."
Lisa Simpson,"Mom's looking good through elementary school... ninth grade, tenth grade, still ridin' the A-Train... Then suddenly, when she was a high school senior BLAM!"
Marge Simpson,You kids play nice up there!
Lisa Simpson,What could've happened?
Lisa Simpson,"Dad, can I talk to you for a second?"
Homer Simpson,"What is troubling you, my son? I mean, my girl son?"
Lisa Simpson,"Well, um, I was looking through Mom's old schoolwork, and I noticed her grades went down when she started going out with you."
Homer Simpson,"Hey, if it hadn't been me, it would have been someone or something else. Sooner or later, everyone meets their ""Homer."""
Lisa Simpson,"No offense Dad, but no boy is gonna distract me from my dreams."
Homer Simpson,"It may not be a boy. It could be anything: scrap-booking, high-stakes poker, or the Santa Fe lifestyle. Just pick a dead end, and chill out till you die."
Lisa Simpson,No! That's not gonna happen to me! I'm gonna make sure nothing distracts me ever!
,
Nelson Muntz,"Look at you, struttin' around, like you're Toad of Toad Hall."
Bart Simpson,"I'm just whistlin', man."
Marge Simpson,"But it's not good enough, is it?"
Nelson Muntz,"You think you're so smart, don'tcha, Simpson?"
Bart Simpson,We're both in the same reading group. I think you know how smart I am.
Nelson Muntz,That's an insult to me and the rest of the inchworms!
Martin Prince,Bart did it again!
Bart Simpson,I'm not a bully! It's just a series of incredible coincidences!
Seymour Skinner,"Well Bart, I guess his parking spot is yours now."
Seymour Skinner,Well done.
,
Lisa Simpson,"Okay, I've gotten rid of all of my distractions, diversions, hobbies and... Oh my God!"
Lisa Simpson,"Are you a distraction, or a higher calling? All right, let's see. How many jazz musicians led long and happy lives? There's, um..."
,
,
Marge Simpson,That's odd. Lisa just threw her saxophone out the window.
Homer Simpson,"Oh, that's probably because to her, the saxophone is a me, and she doesn't want to end up like you. G'night."
Marge Simpson,She doesn't want to end up like me?!
Homer Simpson,"No, she does, totally, but uh... with a happier ending. Goodnight!"
Marge Simpson,What's so wrong with me?
Homer Simpson,"Nothing, sweetie, nothing! Here, let me explain."
Homer Simpson,She does not want to... turn out like... you... didn't... not until... diplomatic... trapped... help... remember nothing!
Marge Simpson,I remember everything.
Homer Simpson,"Well, if you check your purse I think you'll find... the seven of clubs!"
Marge Simpson,No. Just a picture of Lisa. Who wants to be nothing like me.
Homer Simpson,"I am so sorry, Marge."
Marge Simpson,Stupid pan.
Lisa Simpson,"Mom, could you keep it down a little? I'm trying to study."
Marge Simpson,"Uh-huh, yeah. Here's your breakfast."
Marge Simpson,Not a good time!
Lisa Simpson,"Mom, is something wrong?"
Marge Simpson,Would it be so bad to turn out like me?
Lisa Simpson,"Mom, I admire everything you do--"
Lisa Simpson,It's plenty good! It's great! It's just... not for me.
Bart Simpson,School bus!
Marge Simpson,
Lisa Simpson,What kind of kiss did you get?
Bart Simpson,Normal. You?
Lisa Simpson,Ice cold.
Bart Simpson,You're just imagining things.
Lisa Simpson,Oh yeah?
Bart Simpson,Hm.
Bart Simpson,What does your note say?
Lisa Simpson,The seven of clubs.
Homer Simpson,Ta-da!
,
Lisa Simpson,"What's the point of getting rid of all the distractions at home, if I have to do my learning here?"
,
Groundskeeper Willie,OH I'LL WAX THE UPSTAIRS / AND I'LL WAX THE DOWNSTAIRS / THEN I'LL GET DRUNK IN THE LI'BRY!
Lisa Simpson,Willie!
Lisa Simpson,Do you have to wax this floor now?
Groundskeeper Willie,"No, no, I can come back later."
Groundskeeper Willie,
Lisa Simpson,Should I get the nurse?
Groundskeeper Willie,Nae. Just keep studying. I'll scream this out.
,
Bart Simpson,
Nelson Muntz,"I can get to you whenever I want, Simpson. But I'm gonna bide my time. You won't even hear the punch that wastes you. And you'll crack like one of those chicken turds rich people eat."
Bart Simpson,You mean an egg?
Nelson Muntz,I mean you're dead!
Nelson Muntz,
Nelson Muntz,Let me outta here so I can put you in here!
Bart Simpson,Ha! You're not so tough now.
Bart Simpson,
,
Lisa Simpson,Dad was right -- I might as well give up.
Lisa Simpson,Cloisters Academy?! That bus could pick me up any day of the week!
Otto Mann,"S'up, bro?"
Professional-looking Driver,I'm not your brother.
Lisa Simpson,"Lord Buddha, I know I'm not supposed to want stuff, but c'mon."
,
,
Admissions Director,Cloisters Academy is a refuge for quiet learning. We have every facility imaginable. Including an imaginatorium.
Admissions Director,"Oh no, wait, it's over there."
Lisa Simpson,"Mom, Dad! Please, can I go here? I'll study so hard I'll make the old me look like Bart."
Homer Simpson,That would be one weird-looking kid.
Marge Simpson,"We'd love to send you here, sweetie. We just can't afford it."
Admissions Director,I'm sure she'll do fine at Springfield Elementary. I hear they just found out there was a World War Two.
Marge Simpson,"Homer, Lisa, could you please step outside? I have a few choice words for this gentleman."
Lisa Simpson,"Mom, please don't."
Homer Simpson,"Oh, I've seen that look before. That's the ""I ate the piece of wedding cake she's been saving in the freezer ten years"" look."
Marge Simpson,You what?!
Homer Simpson,Run!
,
Admissions Director,"Lisa, your mother convinced me to take a closer look at your record, and upon further reflection, I have decided to offer you a full scholarship to Cloisters Academy."
Lisa Simpson,"I have a future! Thank you, Mom!"
Homer Simpson,"Thank you, four-eyes!"
,
Admissions Director,So you'll start Monday.
Lisa Simpson,I'm so exci--
Admissions Director,Uh-uh-uh-uh-uh -- quiet campus. Shh. Now please hold your celebration until you're off the school grounds.
Lisa Simpson,
Homer Simpson,What time Monday?
Admissions Director,"Um, eight o'clock."
Homer Simpson,Thank you.
Lisa Simpson,
Homer Simpson,All right!
Lisa Simpson,An academy! I'm attending an academy!
Cloisters Girl,"Hi! I see that you're new, and we'd be honored to have you join our softball team."
Marge Simpson,Awww.
Lisa Simpson,"I'm sorry, I don't really play."
Cloisters Girl,"Oh, no one plays. We just discuss the physics of the game."
Another Girl,I lead the team in E.R.A. -- extremely right answers.
Lisa Simpson,Count me in!
,
Marge Simpson,"What's wrong, sweetie -- you seem upset."
,
Bart Simpson,I don't wanna talk about it.
Bart Simpson,A kid at school's gonna beat me up.
Marge Simpson,Is it Milhouse?
Bart Simpson,Milhouse couldn't beat me up.
Marge Simpson,Are you sure? He's having a growth spurt.
Bart Simpson,It's not Milhouse!
Marge Simpson,Is it a girl?
Bart Simpson,It's Nelson!
Marge Simpson,"Hm, I never figured him for the bully type."
Marge Simpson,"Well, if he's got you cornered, and Milhouse isn't there to help you, there's only one way out: make him feel good about himself."
Bart Simpson,How do I do that?
Marge Simpson,"I don't know, compliment his glasses."
Bart Simpson,It's not Milhouse!
,
Teacher,"Hi, Lisa, I'm Ms. Marshall, and I'm your teacher."
Lisa Simpson,"Well, I am so happy to be in your class."
Ms. Marshall,"No, I'm your teacher. I only teach you."
Ms. Marshall,Your short story about the lonely pony -- gripping.
Lisa Simpson,Did you get that the pony was actually me?
Ms. Marshall,"It hit me the next day, and I read the whole thing again. I thought we'd start the semester by turning this into a novel."
Lisa Simpson,Self-published?
Ms. Marshall,Real published.
Lisa Simpson,
,
Nelson Muntz,Haw-haw!
Nelson Muntz,"This is it, Simpson. After this, your nose will not be an outtie."
Thought Bubble Marge,...make him feel good about himself.
Bart Simpson,"Uh, Nelson... for someone who never goes to the dentist, you have pretty good teeth."
Nelson Muntz,They're dentures!
Bart Simpson,Uh... you do a lot with a limited wardrobe!
Nelson Muntz,"That's Social Worker talk for ""I'm poor."""
Bart Simpson,"Uh, uh, you punch really good!"
Nelson Muntz,You think?
Bart Simpson,Oh yeah! And-and you always avoid the face around picture day. People appreciate that.
Nelson Muntz,"Hey, those memories are forever."
Bart Simpson,"You really care, man. A lot of bullies just phone it in. Kearney."
,
Lisa Simpson,"That school is so great! Teachers teach so much better when they're paid in money, and not in chickens. Is Mom gonna come up and say goodnight?"
Homer Simpson,"Your mom's doing laundry, but she authorized me to say goodnight for her. So, by the power vested in me, I now pronounce you sweet dreams."
Lisa Simpson,
,
,
Lisa Simpson,Mom?
Marge Simpson,There we go. Clean... and white... and soft.
Lisa Simpson,Mom?
Marge Simpson,
Lisa Simpson,I see what happened. There was no scholarship. They said I could attend if you did all their laundry. I can't live with that knowledge while trying to get more knowledge.
Marge Simpson,"Lisa, honey, I insist. Because it's important to you that you don't turn out like me."
Lisa Simpson,Mom... I don't want to go to that school.
Marge Simpson,Why not?
Lisa Simpson,"Because, it's too elitist. Everyone's parents are in ""the business."""
Marge Simpson,What business?
Lisa Simpson,"I don't know! They won't tell me! And besides... you were willing to do all this just so I would be happy! Mom, I'd be honored if I turned out like you."
Bart Simpson,"Mom, thanks to you, this box sucker didn't beat me up!"
Nelson Muntz,We've been pokin' foil all night. Musta put away two eight-packs by now.
Marge Simpson,I'm so glad you two are friends again.
Homer Simpson,Look what Maggie got!
Marge Simpson,Homer? How did you get...?
Homer Simpson,"Up, a father has his secrets."
,
Manager,How did he get in?
Cashier,"Told ya, ain't got no glass."
Manager,Did he take any money?
Cashier,Uh-uh.
Manager,"Well, he did now."
,
Pilot,We're unbalanced! It's not fair!
,
Chairman,I'd like to call to order this secret conclave of America's media empires.
Chairman,"We are here to come up with the next phony baloney crisis to put Americans back where they belong -- in dark rooms, glued to their televisions, too terrified to skip the commercials."
Nbc Executive,Well I think--
Chairman,"NBC, you are here to listen and not speak!"
